employee_id,first_name,last_name,department,pay_rate,hire_date,status,email
EMP00294,Maria,Robinson,Maintenance,75.83,2019-11-22,Inactive,emp00294@mta-corp.org
EMP00295,Brian,Sanchez,Infrastructure,61.07,2019-10-25,Active,emp00295@mta-corp.org
EMP00296,Dorothy,Johnson,HR,29.93,2016-04-16,Inactive,emp00296@mta-corp.org
EMP00297,Jason,White,Maintenance,47.54,2020-02-28,Active,emp00297@mta-corp.org
EMP00298,Sandra,Nguyen,IT,53.34,2017-09-23,Active,emp00298@mta-corp.org
EMP00299,Nancy,Mitchell,HR,33.23,2024-10-05,Active,emp00299@mta-corp.org
EMP00300,Steven,Green,Maintenance,53.79,2015-11-09,Active,emp00300@mta-corp.org
EMP00301,Paul,Thompson,Infrastructure,82.22,2023-09-15,On Leave,emp00301@mta-corp.org
EMP00302,Barbara,Thomas,Maintenance,28.24,2024-02-21,Active,emp00302@mta-corp.org
EMP00303,Ronald,Martinez,Procurement,68.98,2016-12-11,Active,emp00303@mta-corp.org
EMP00304,Rebecca,Green,Safety,49.35,2016-12-26,Inactive,emp00304@mta-corp.org
EMP00305,Carol,Lewis,Scheduling,79.96,2023-07-10,Inactive,emp00305@mta-corp.org
EMP00306,Anthony,Flores,HR,75.97,2022-03-18,On Leave,emp00306@mta-corp.org
EMP00307,Barbara,Lewis,Maintenance,49.68,2018-07-18,On Leave,emp00307@mta-corp.org
EMP00308,Karen,Nguyen,Operations,41.9,2018-05-25,Active,emp00308@mta-corp.org
EMP00309,Ashley,Lewis,Operations,22.28,2018-06-25,Active,emp00309@mta-corp.org
EMP00310,Helen,Garcia,Customer Service,58.01,2015-11-11,Active,emp00310@mta-corp.org
EMP00311,Carol,Scott,Procurement,67.64,2020-03-10,Active,emp00311@mta-corp.org
EMP00312,Brian,Adams,Bus,39.88,2020-01-17,Active,emp00312@mta-corp.org
EMP00313,Barbara,Brown,Safety,25.38,2020-08-15,Active,emp00313@mta-corp.org
EMP00314,Patricia,Allen,Scheduling,29.98,2023-01-04,Active,emp00314@mta-corp.org
EMP00315,George,Lewis,Engineering,53.26,2022-12-08,Active,emp00315@mta-corp.org
EMP00316,Betty,Jackson,IT,45.68,2019-01-30,Active,emp00316@mta-corp.org
EMP00317,Ronald,Brown,Procurement,60.45,2022-08-12,Active,emp00317@mta-corp.org
EMP00318,Lisa,Miller,Engineering,63.61,2015-09-27,Active,emp00318@mta-corp.org
EMP00319,Matthew,Nelson,Customer Service,76.57,2017-10-29,Active,emp00319@mta-corp.org
EMP00320,Carol,Nelson,Rail,79.46,2015-11-30,Active,emp00320@mta-corp.org
EMP00321,Jason,Nelson,IT,27.08,2022-05-11,On Leave,emp00321@mta-corp.org
EMP00322,Nancy,Scott,IT,61.29,2015-12-14,Active,emp00322@mta-corp.org
EMP00323,William,Nelson,Infrastructure,73.63,2024-02-13,On Leave,emp00323@mta-corp.org
EMP00324,Donna,Garcia,Scheduling,63.09,2022-09-08,Inactive,emp00324@mta-corp.org
EMP00325,Maria,White,Finance,30.49,2019-01-22,Active,emp00325@mta-corp.org
EMP00326,Rebecca,Young,Bus,33.57,2018-10-31,Active,emp00326@mta-corp.org
EMP00327,Robert,Jackson,Legal,70.91,2016-09-26,Inactive,emp00327@mta-corp.org
EMP00328,Edward,Mitchell,Engineering,21.01,2023-08-24,Active,emp00328@mta-corp.org
EMP00329,Rebecca,Flores,Rail,58.22,2024-10-29,Active,emp00329@mta-corp.org
EMP00330,Susan,Hall,Procurement,60.05,2016-10-26,Active,emp00330@mta-corp.org
EMP00331,George,Williams,IT,42.73,2023-02-01,On Leave,emp00331@mta-corp.org
EMP00332,George,Flores,Finance,68.53,2017-08-30,Active,emp00332@mta-corp.org
EMP00333,Edward,Thomas,Finance,82.71,2017-08-16,Active,emp00333@mta-corp.org
EMP00334,Joseph,White,Scheduling,81.48,2024-05-13,Active,emp00334@mta-corp.org
EMP00335,Rebecca,Jackson,Procurement,43.89,2020-03-06,Inactive,emp00335@mta-corp.org
EMP00336,Richard,Gonzalez,Procurement,58.71,2019-09-11,Active,emp00336@mta-corp.org
EMP00337,Helen,Walker,Legal,43.19,2015-08-02,Active,emp00337@mta-corp.org
EMP00338,Donna,Davis,Finance,24.08,2022-12-23,Active,emp00338@mta-corp.org
EMP00339,George,Allen,Rail,73.76,2018-01-22,Active,emp00339@mta-corp.org
EMP00340,George,Thompson,Operations,46.09,2017-06-28,Active,emp00340@mta-corp.org
EMP00341,Betty,Thomas,IT,84.64,2020-08-18,Active,emp00341@mta-corp.org
EMP00342,Maria,Lee,Maintenance,74.31,2017-07-08,On Leave,emp00342@mta-corp.org
EMP00343,Barbara,Rodriguez,Operations,37.58,2018-10-05,Active,emp00343@mta-corp.org
EMP00344,William,Carter,Infrastructure,49.7,2022-10-22,Inactive,emp00344@mta-corp.org
EMP00345,Patricia,Johnson,Finance,32.84,2015-01-22,Active,emp00345@mta-corp.org
EMP00346,Matthew,Hill,Engineering,46.65,2021-02-25,Active,emp00346@mta-corp.org
EMP00347,Nancy,Davis,Operations,34.36,2017-08-31,On Leave,emp00347@mta-corp.org
EMP00348,Amanda,Robinson,Maintenance,25.87,2023-11-26,Active,emp00348@mta-corp.org
EMP00349,Edward,Johnson,Scheduling,52.77,2021-09-10,Active,emp00349@mta-corp.org
EMP00350,Barbara,Jackson,IT,18.6,2023-01-22,Active,emp00350@mta-corp.org
EMP00351,Brian,Clark,Rail,62.68,2017-09-12,Active,emp00351@mta-corp.org
EMP00352,Betty,Jones,Engineering,54.68,2020-11-14,Inactive,emp00352@mta-corp.org
EMP00353,Maria,Harris,Legal,49.76,2021-03-19,On Leave,emp00353@mta-corp.org
EMP00354,Betty,Taylor,Infrastructure,19.58,2019-05-04,Active,emp00354@mta-corp.org
EMP00355,Sarah,Campbell,Scheduling,60.28,2018-11-13,Inactive,emp00355@mta-corp.org
EMP00356,Gary,Perez,Rail,21.45,2023-03-31,Inactive,emp00356@mta-corp.org
EMP00357,Helen,Lopez,Legal,70.31,2018-10-18,Active,emp00357@mta-corp.org
EMP00358,Kenneth,Green,Rail,72.46,2022-10-19,Active,emp00358@mta-corp.org
EMP00359,Rebecca,Robinson,Operations,38.01,2023-01-11,Active,emp00359@mta-corp.org
EMP00360,Joseph,Williams,HR,80.57,2023-11-15,Inactive,emp00360@mta-corp.org
EMP00361,Edward,Walker,Finance,20.94,2019-06-20,On Leave,emp00361@mta-corp.org
EMP00362,Christopher,Thompson,Legal,70.43,2017-02-21,On Leave,emp00362@mta-corp.org
EMP00363,Karen,Davis,Procurement,42.97,2018-09-21,Active,emp00363@mta-corp.org
EMP00364,George,Harris,HR,83.25,2023-05-03,Active,emp00364@mta-corp.org
EMP00365,Emily,White,Procurement,53.03,2022-10-05,Active,emp00365@mta-corp.org
EMP00366,Sandra,Garcia,IT,58.56,2023-02-26,Active,emp00366@mta-corp.org
EMP00367,Christopher,Lee,Maintenance,23.82,2021-02-12,On Leave,emp00367@mta-corp.org
EMP00368,Nancy,Lewis,Customer Service,66.22,2018-04-25,Active,emp00368@mta-corp.org
EMP00369,George,Thompson,Safety,21.32,2022-09-26,Active,emp00369@mta-corp.org
EMP00370,Sandra,Moore,Scheduling,83.67,2021-11-23,Active,emp00370@mta-corp.org
EMP00371,Kevin,Green,IT,42.66,2015-11-04,On Leave,emp00371@mta-corp.org
EMP00372,Richard,Johnson,Rail,74.94,2022-08-14,On Leave,emp00372@mta-corp.org
EMP00373,George,Williams,Rail,22.97,2023-10-06,On Leave,emp00373@mta-corp.org
EMP00374,Betty,Harris,Customer Service,20.65,2019-02-09,Active,emp00374@mta-corp.org
EMP00375,George,White,HR,48.02,2022-08-13,Active,emp00375@mta-corp.org
EMP00376,William,King,HR,44.97,2021-06-08,On Leave,emp00376@mta-corp.org
EMP00377,Sarah,Davis,Operations,67.42,2018-02-15,Active,emp00377@mta-corp.org
EMP00378,Mark,Scott,Maintenance,35.91,2020-10-21,Active,emp00378@mta-corp.org
EMP00379,George,Wilson,Customer Service,37.49,2022-11-23,Active,emp00379@mta-corp.org
EMP00380,Jennifer,Rodriguez,Legal,23.42,2017-03-30,Active,emp00380@mta-corp.org
EMP00381,George,Garcia,Procurement,63.85,2022-12-31,Active,emp00381@mta-corp.org
EMP00382,Paul,Rivera,Maintenance,55.07,2022-06-28,Active,emp00382@mta-corp.org
EMP00383,Nancy,Hernandez,Infrastructure,65.69,2024-12-29,On Leave,emp00383@mta-corp.org
EMP00384,Susan,White,Engineering,33.41,2022-02-25,Active,emp00384@mta-corp.org
EMP00385,William,Thomas,Procurement,51.35,2023-11-19,Active,emp00385@mta-corp.org
EMP00386,Brian,White,Safety,71.94,2021-03-19,Inactive,emp00386@mta-corp.org
EMP00387,Amanda,Garcia,Maintenance,39.07,2016-06-15,On Leave,emp00387@mta-corp.org
EMP00388,Kenneth,King,IT,69.65,2023-01-23,Inactive,emp00388@mta-corp.org
EMP00389,William,Lee,Scheduling,23.43,2015-10-30,Active,emp00389@mta-corp.org
EMP00390,Donna,Thompson,Rail,76.88,2022-08-17,Inactive,emp00390@mta-corp.org
EMP00391,Carol,Lopez,Procurement,82.76,2022-03-05,Active,emp00391@mta-corp.org
EMP00392,Linda,Davis,Engineering,28.68,2020-08-21,Active,emp00392@mta-corp.org
EMP00393,Daniel,Rivera,Bus,41.51,2016-10-25,Inactive,emp00393@mta-corp.org
EMP00394,Patricia,Taylor,Bus,60.73,2018-03-09,Inactive,emp00394@mta-corp.org
EMP00395,William,Green,Finance,59.36,2018-01-29,Active,emp00395@mta-corp.org
EMP00396,Helen,Hernandez,Customer Service,81.12,2020-08-20,Active,emp00396@mta-corp.org
EMP00397,Kevin,Flores,Infrastructure,78.48,2016-12-02,Active,emp00397@mta-corp.org
EMP00398,Brian,Williams,Legal,75.94,2024-06-13,Active,emp00398@mta-corp.org
EMP00399,Helen,Roberts,Customer Service,36.1,2015-07-06,Active,emp00399@mta-corp.org
EMP00400,Brian,Clark,Customer Service,60.99,2023-08-08,Active,emp00400@mta-corp.org
EMP00401,Anthony,Wright,Finance,61.19,2024-12-20,Active,emp00401@mta-corp.org
EMP00402,Sarah,Baker,IT,38.28,2020-06-01,Active,emp00402@mta-corp.org
EMP00403,Linda,Hernandez,Safety,46.14,2022-09-21,Active,emp00403@mta-corp.org
EMP00404,Lisa,Hill,Rail,39.29,2017-04-15,On Leave,emp00404@mta-corp.org
EMP00405,Matthew,Thompson,IT,27.2,2018-07-31,Active,emp00405@mta-corp.org
EMP00406,Michelle,Miller,HR,34.58,2020-10-10,Active,emp00406@mta-corp.org
EMP00407,George,Thomas,Rail,24.94,2017-12-31,Active,emp00407@mta-corp.org
EMP00408,Amanda,Clark,Bus,82.52,2019-04-23,Active,emp00408@mta-corp.org
EMP00409,Daniel,Torres,Infrastructure,39.3,2024-02-15,Active,emp00409@mta-corp.org
EMP00410,Steven,Robinson,Safety,76.96,2020-08-02,Active,emp00410@mta-corp.org
EMP00411,Patricia,Sanchez,Engineering,48.91,2015-04-05,Active,emp00411@mta-corp.org
EMP00412,Carol,Thompson,Operations,21.86,2017-05-31,Active,emp00412@mta-corp.org
EMP00413,Helen,Baker,Safety,37.5,2021-09-13,Active,emp00413@mta-corp.org
EMP00414,Michael,Ramirez,Rail,77.18,2024-07-02,On Leave,emp00414@mta-corp.org
EMP00415,Gary,Sanchez,HR,21.51,2019-02-07,Active,emp00415@mta-corp.org
EMP00416,Michelle,Gonzalez,HR,55.29,2021-05-24,Active,emp00416@mta-corp.org
EMP00417,Steven,Lewis,Procurement,55.07,2019-05-02,Inactive,emp00417@mta-corp.org
EMP00418,Amanda,Davis,Rail,83.34,2022-08-18,Active,emp00418@mta-corp.org
EMP00419,Lisa,Scott,HR,68.71,2019-03-09,Active,emp00419@mta-corp.org
EMP00420,Steven,Sanchez,Engineering,21.18,2021-10-03,Active,emp00420@mta-corp.org
EMP00421,Deborah,Perez,Procurement,50.0,2016-07-15,Active,emp00421@mta-corp.org
EMP00422,Ronald,Allen,Rail,40.31,2016-09-02,Inactive,emp00422@mta-corp.org
EMP00423,Richard,Sanchez,Customer Service,67.66,2018-07-28,Active,emp00423@mta-corp.org
EMP00424,Lisa,Allen,Legal,52.4,2021-08-28,Active,emp00424@mta-corp.org
EMP00425,Brian,Martin,Safety,72.75,2022-12-12,Active,emp00425@mta-corp.org
EMP00426,Melissa,Davis,IT,57.32,2018-09-18,On Leave,emp00426@mta-corp.org
EMP00427,Jason,Green,Operations,58.19,2024-10-12,Active,emp00427@mta-corp.org
EMP00428,Rebecca,Nguyen,Customer Service,33.63,2022-05-09,Active,emp00428@mta-corp.org
EMP00429,Kenneth,Hernandez,Engineering,60.33,2021-07-18,Inactive,emp00429@mta-corp.org
EMP00430,Mark,Martinez,Legal,63.77,2023-09-08,Active,emp00430@mta-corp.org
EMP00431,Jason,Davis,Bus,19.76,2021-06-03,Active,emp00431@mta-corp.org
EMP00432,Barbara,Clark,Infrastructure,32.06,2019-09-12,Inactive,emp00432@mta-corp.org
EMP00433,Amanda,Walker,Legal,74.92,2023-09-10,On Leave,emp00433@mta-corp.org
EMP00434,Deborah,Rodriguez,Engineering,32.29,2015-09-13,Active,emp00434@mta-corp.org
EMP00435,Kenneth,King,IT,39.36,2022-06-05,Active,emp00435@mta-corp.org
EMP00436,Edward,Perez,Engineering,42.06,2020-02-26,On Leave,emp00436@mta-corp.org
EMP00437,Helen,Hall,Finance,59.07,2022-08-20,Active,emp00437@mta-corp.org
EMP00438,Karen,Scott,Finance,33.45,2017-10-06,Active,emp00438@mta-corp.org
EMP00439,Christopher,Rivera,Bus,64.4,2023-08-25,Active,emp00439@mta-corp.org
EMP00440,Kenneth,Thompson,Engineering,80.59,2018-07-22,On Leave,emp00440@mta-corp.org
EMP00441,Christopher,Davis,Customer Service,63.5,2018-01-25,Active,emp00441@mta-corp.org
EMP00442,Paul,Roberts,Procurement,28.24,2019-06-05,Active,emp00442@mta-corp.org
EMP00443,Deborah,Garcia,HR,79.95,2018-03-24,On Leave,emp00443@mta-corp.org
EMP00444,Stephanie,Walker,Bus,31.94,2017-11-16,Inactive,emp00444@mta-corp.org
EMP00445,Michelle,Hall,Finance,27.63,2018-01-15,Inactive,emp00445@mta-corp.org
EMP00446,Carol,Thomas,Bus,21.88,2023-04-23,Inactive,emp00446@mta-corp.org
EMP00447,Anthony,Anderson,Operations,25.16,2017-07-13,Active,emp00447@mta-corp.org
EMP00448,Kenneth,Miller,Scheduling,69.76,2023-01-17,Active,emp00448@mta-corp.org
EMP00449,Richard,Clark,Scheduling,80.68,2021-03-04,Active,emp00449@mta-corp.org
EMP00450,Helen,Gonzalez,Procurement,82.6,2020-05-09,Active,emp00450@mta-corp.org
EMP00451,Helen,Brown,Procurement,24.45,2018-03-15,Inactive,emp00451@mta-corp.org
EMP00452,Edward,Mitchell,Infrastructure,75.05,2017-08-09,Active,emp00452@mta-corp.org
EMP00453,Donald,Lopez,Operations,84.81,2016-12-18,Active,emp00453@mta-corp.org
EMP00454,Emily,Lopez,Infrastructure,82.48,2023-11-02,Active,emp00454@mta-corp.org
EMP00455,David,Smith,Finance,56.27,2024-10-31,Active,emp00455@mta-corp.org
EMP00456,Christopher,Robinson,Scheduling,54.63,2018-10-04,Active,emp00456@mta-corp.org
EMP00457,William,Allen,Safety,36.64,2024-12-21,Active,emp00457@mta-corp.org
EMP00458,Richard,Campbell,Safety,61.61,2018-09-16,On Leave,emp00458@mta-corp.org
EMP00459,James,Mitchell,HR,71.09,2017-02-01,Inactive,emp00459@mta-corp.org
EMP00460,Gary,Gonzalez,Rail,59.13,2022-07-25,On Leave,emp00460@mta-corp.org
EMP00461,Sandra,Allen,HR,24.27,2019-07-19,On Leave,emp00461@mta-corp.org
EMP00462,Susan,Rodriguez,Safety,40.02,2016-01-26,Active,emp00462@mta-corp.org
EMP00463,Charles,Harris,Bus,48.21,2015-01-28,Active,emp00463@mta-corp.org
EMP00464,Nancy,Nguyen,Infrastructure,56.6,2018-09-12,Active,emp00464@mta-corp.org
EMP00465,Betty,Hall,Bus,22.63,2022-05-01,Active,emp00465@mta-corp.org
EMP00466,Nancy,Hernandez,IT,64.12,2020-03-21,On Leave,emp00466@mta-corp.org
EMP00467,Nancy,Hall,Maintenance,60.97,2023-08-20,Active,emp00467@mta-corp.org
EMP00468,Amanda,Anderson,Bus,82.16,2019-02-14,Active,emp00468@mta-corp.org
EMP00469,Ashley,Mitchell,Customer Service,43.35,2016-09-19,On Leave,emp00469@mta-corp.org
EMP00470,Kenneth,Carter,Engineering,71.83,2021-02-27,Active,emp00470@mta-corp.org
EMP00471,Sarah,Baker,Procurement,58.12,2023-07-18,Active,emp00471@mta-corp.org
EMP00472,George,King,Infrastructure,42.56,2020-11-22,Inactive,emp00472@mta-corp.org
EMP00473,Linda,Scott,Engineering,31.94,2016-04-04,Inactive,emp00473@mta-corp.org
EMP00474,Richard,Lee,Legal,53.1,2016-09-05,Active,emp00474@mta-corp.org
EMP00475,Jessica,Rivera,Customer Service,51.01,2022-08-18,Inactive,emp00475@mta-corp.org
EMP00476,Linda,Robinson,Rail,52.63,2019-12-30,Active,emp00476@mta-corp.org
EMP00477,Linda,Scott,Safety,63.24,2021-04-28,Active,emp00477@mta-corp.org
EMP00478,Maria,Sanchez,Finance,72.79,2023-02-10,On Leave,emp00478@mta-corp.org
EMP00479,Carol,Jones,Operations,46.68,2017-06-11,On Leave,emp00479@mta-corp.org
EMP00480,Edward,Brown,Maintenance,84.08,2015-09-19,Active,emp00480@mta-corp.org
EMP00481,Christopher,Clark,Rail,69.64,2015-05-10,On Leave,emp00481@mta-corp.org
EMP00482,Helen,Clark,HR,84.52,2023-03-07,Active,emp00482@mta-corp.org
EMP00483,Mark,Harris,Maintenance,63.9,2020-01-12,On Leave,emp00483@mta-corp.org
EMP00484,Edward,Rodriguez,Scheduling,75.71,2024-10-22,Active,emp00484@mta-corp.org
EMP00485,Edward,Sanchez,Engineering,26.97,2017-01-01,Active,emp00485@mta-corp.org
EMP00486,James,Carter,Operations,83.57,2024-05-12,Active,emp00486@mta-corp.org
EMP00487,Matthew,Wright,IT,53.87,2022-07-21,Active,emp00487@mta-corp.org
EMP00488,Ashley,Thompson,Rail,36.83,2017-10-10,On Leave,emp00488@mta-corp.org
EMP00489,Jennifer,Williams,Procurement,62.4,2023-08-02,Inactive,emp00489@mta-corp.org
EMP00490,Maria,Thomas,Bus,22.97,2023-08-04,Inactive,emp00490@mta-corp.org
EMP00491,George,Hill,Scheduling,65.27,2015-05-18,Active,emp00491@mta-corp.org
EMP00492,Stephanie,Williams,IT,47.69,2017-09-29,Inactive,emp00492@mta-corp.org
EMP00493,Gary,Roberts,Operations,27.82,2017-06-08,Active,emp00493@mta-corp.org
EMP00494,Matthew,Torres,HR,56.9,2017-08-17,On Leave,emp00494@mta-corp.org
EMP00495,Daniel,Thomas,Finance,76.77,2024-03-06,On Leave,emp00495@mta-corp.org
EMP00496,Thomas,Clark,Finance,36.8,2020-11-05,Inactive,emp00496@mta-corp.org
EMP00497,Stephanie,Lopez,Scheduling,63.64,2021-08-20,Inactive,emp00497@mta-corp.org
EMP00498,Linda,Thompson,Scheduling,63.14,2020-07-23,Inactive,emp00498@mta-corp.org
EMP00499,Jason,Clark,IT,28.42,2018-07-29,Active,emp00499@mta-corp.org
EMP00500,Gary,Wright,Safety,34.52,2017-01-23,Active,emp00500@mta-corp.org
EMP00501,Deborah,Martinez,Procurement,49.29,2018-05-16,Active,emp00501@mta-corp.org
EMP00502,Donald,Clark,Engineering,53.74,2021-04-22,Active,emp00502@mta-corp.org
EMP00503,Charles,Wilson,HR,61.51,2017-09-21,Active,emp00503@mta-corp.org
EMP00504,Betty,Garcia,Engineering,66.68,2024-07-01,Active,emp00504@mta-corp.org
EMP00505,Karen,Harris,Scheduling,58.73,2015-07-31,Active,emp00505@mta-corp.org
EMP00506,Robert,Gonzalez,Procurement,69.15,2024-10-18,On Leave,emp00506@mta-corp.org
EMP00507,Michelle,Wilson,Safety,32.39,2022-07-13,Active,emp00507@mta-corp.org
EMP00508,James,Wilson,Bus,82.48,2018-05-26,Active,emp00508@mta-corp.org
EMP00509,Gary,Walker,Bus,64.76,2023-05-18,On Leave,emp00509@mta-corp.org
EMP00510,Dorothy,Thomas,Engineering,39.89,2017-04-17,Active,emp00510@mta-corp.org
EMP00511,Ashley,Wright,Scheduling,42.39,2019-04-09,Active,emp00511@mta-corp.org
EMP00512,Steven,Young,Safety,25.06,2019-01-13,On Leave,emp00512@mta-corp.org
EMP00513,Gary,Lee,Bus,43.15,2020-04-07,Active,emp00513@mta-corp.org
EMP00514,Brian,Anderson,Infrastructure,28.2,2015-07-07,Active,emp00514@mta-corp.org
EMP00515,Carol,Nguyen,Infrastructure,46.27,2021-03-16,Active,emp00515@mta-corp.org
EMP00516,Lisa,Anderson,IT,56.39,2017-03-14,Active,emp00516@mta-corp.org
EMP00517,Michelle,Adams,Scheduling,40.95,2020-08-07,Active,emp00517@mta-corp.org
EMP00518,Helen,Mitchell,Safety,49.15,2023-02-11,On Leave,emp00518@mta-corp.org
EMP00519,Paul,Hernandez,Rail,66.4,2023-12-01,Active,emp00519@mta-corp.org
EMP00520,Edward,Adams,Operations,53.34,2017-01-23,Active,emp00520@mta-corp.org
EMP00521,Kevin,Brown,Procurement,18.92,2024-03-04,Active,emp00521@mta-corp.org
EMP00522,Anthony,Anderson,Maintenance,65.53,2024-06-13,Active,emp00522@mta-corp.org
EMP00523,Steven,Robinson,HR,22.52,2017-06-14,On Leave,emp00523@mta-corp.org
EMP00524,Amanda,Walker,Scheduling,50.94,2022-06-24,Active,emp00524@mta-corp.org
EMP00525,Michelle,Clark,Operations,19.61,2020-12-19,On Leave,emp00525@mta-corp.org
EMP00526,Edward,Jackson,Operations,51.9,2018-01-30,On Leave,emp00526@mta-corp.org
EMP00527,Sandra,Lopez,Maintenance,79.55,2022-07-23,Inactive,emp00527@mta-corp.org
EMP00528,Sarah,Gonzalez,Customer Service,53.51,2016-09-01,Active,emp00528@mta-corp.org
EMP00529,Dorothy,Garcia,HR,82.29,2017-12-30,Active,emp00529@mta-corp.org
EMP00530,Sarah,Hall,Bus,38.45,2021-05-03,Active,emp00530@mta-corp.org
EMP00531,Helen,Carter,Operations,24.72,2022-05-01,Active,emp00531@mta-corp.org
EMP00532,Michelle,Walker,Operations,60.84,2019-03-25,On Leave,emp00532@mta-corp.org
EMP00533,Patricia,Young,Legal,47.35,2016-12-02,Active,emp00533@mta-corp.org
EMP00534,Michael,King,Operations,33.78,2021-05-06,On Leave,emp00534@mta-corp.org
EMP00535,Brian,Walker,Finance,21.6,2024-12-14,Active,emp00535@mta-corp.org
EMP00536,Karen,Wright,Customer Service,62.26,2022-09-04,Active,emp00536@mta-corp.org
EMP00537,Daniel,Johnson,Bus,57.54,2024-07-15,On Leave,emp00537@mta-corp.org
EMP00538,Dorothy,Jones,Finance,29.3,2024-03-16,Active,emp00538@mta-corp.org
EMP00539,Mark,Baker,Engineering,40.56,2021-05-10,On Leave,emp00539@mta-corp.org
EMP00540,Jason,Campbell,Maintenance,51.8,2016-07-27,Active,emp00540@mta-corp.org
EMP00541,Michael,Ramirez,Bus,74.27,2015-08-08,Active,emp00541@mta-corp.org
EMP00542,Rebecca,Flores,Customer Service,44.88,2021-10-14,Active,emp00542@mta-corp.org
EMP00543,Anthony,Moore,Procurement,84.51,2015-05-02,Active,emp00543@mta-corp.org
EMP00544,Paul,Scott,IT,47.22,2017-07-23,On Leave,emp00544@mta-corp.org
EMP00545,Kevin,Harris,Maintenance,69.85,2021-07-27,Active,emp00545@mta-corp.org
EMP00546,Sarah,Rivera,Maintenance,23.96,2023-12-13,Active,emp00546@mta-corp.org
EMP00547,Deborah,Green,Rail,67.69,2019-04-06,Active,emp00547@mta-corp.org
EMP00548,Michael,Garcia,Operations,81.21,2019-01-17,Active,emp00548@mta-corp.org
EMP00549,Gary,Moore,Maintenance,27.31,2019-01-14,Active,emp00549@mta-corp.org
EMP00550,George,Scott,Engineering,52.58,2019-11-01,Active,emp00550@mta-corp.org
EMP00551,Patricia,Thompson,Engineering,24.69,2015-04-18,Inactive,emp00551@mta-corp.org
EMP00552,Daniel,Harris,Operations,37.91,2023-10-19,Active,emp00552@mta-corp.org
EMP00553,Patricia,Campbell,Engineering,78.7,2023-09-27,Active,emp00553@mta-corp.org
EMP00554,Donna,Hernandez,Scheduling,43.82,2021-05-31,Active,emp00554@mta-corp.org
EMP00555,Nancy,Moore,Safety,28.2,2018-01-06,Active,emp00555@mta-corp.org
EMP00556,Karen,Clark,Finance,50.7,2019-11-16,Active,emp00556@mta-corp.org
EMP00557,Charles,Thomas,Infrastructure,60.06,2019-01-19,Inactive,emp00557@mta-corp.org
EMP00558,Joseph,Robinson,Maintenance,27.51,2021-11-30,Active,emp00558@mta-corp.org
EMP00559,Lisa,Flores,IT,71.97,2019-06-09,Active,emp00559@mta-corp.org
EMP00560,Lisa,Ramirez,Legal,73.27,2019-12-09,On Leave,emp00560@mta-corp.org
EMP00561,William,Martin,HR,58.61,2021-08-31,On Leave,emp00561@mta-corp.org
EMP00562,Kenneth,Lee,Rail,82.64,2017-04-02,Active,emp00562@mta-corp.org
EMP00563,Stephanie,Hall,Scheduling,51.15,2018-04-08,Inactive,emp00563@mta-corp.org
EMP00564,Sarah,Lee,IT,37.14,2023-10-08,Active,emp00564@mta-corp.org
EMP00565,Jennifer,Torres,Bus,57.88,2019-02-04,Inactive,emp00565@mta-corp.org
EMP00566,Melissa,Roberts,Engineering,20.29,2017-01-06,On Leave,emp00566@mta-corp.org
EMP00567,Deborah,Wilson,Safety,71.55,2020-03-05,On Leave,emp00567@mta-corp.org
EMP00568,Donald,Baker,Safety,27.76,2015-10-11,Active,emp00568@mta-corp.org
EMP00569,Charles,Nelson,Rail,66.06,2017-09-18,Active,emp00569@mta-corp.org
EMP00570,George,Hill,Safety,57.22,2015-10-30,Inactive,emp00570@mta-corp.org
EMP00571,Jason,Clark,Engineering,20.94,2020-09-06,Active,emp00571@mta-corp.org
EMP00572,Edward,Hill,Scheduling,79.31,2022-11-13,Active,emp00572@mta-corp.org
EMP00573,Sarah,Nelson,Scheduling,42.11,2023-08-16,On Leave,emp00573@mta-corp.org
EMP00574,David,Torres,Scheduling,63.55,2021-11-14,Active,emp00574@mta-corp.org
EMP00575,Lisa,Ramirez,Maintenance,19.2,2023-06-10,Active,emp00575@mta-corp.org
EMP00576,Steven,Mitchell,Engineering,55.61,2017-06-28,On Leave,emp00576@mta-corp.org
EMP00577,Thomas,Lewis,HR,44.51,2021-06-14,On Leave,emp00577@mta-corp.org
EMP00578,Jason,Allen,Rail,41.44,2021-08-07,Active,emp00578@mta-corp.org
EMP00579,Michael,Jackson,IT,79.72,2020-05-31,Active,emp00579@mta-corp.org
EMP00580,Matthew,Martinez,HR,39.24,2016-04-20,Active,emp00580@mta-corp.org
EMP00581,Jessica,King,Safety,41.66,2023-10-18,Active,emp00581@mta-corp.org
EMP00582,Matthew,Hall,Safety,39.71,2019-11-30,Active,emp00582@mta-corp.org
EMP00583,Deborah,Davis,Operations,74.97,2015-07-03,On Leave,emp00583@mta-corp.org
EMP00584,Melissa,Hernandez,Infrastructure,34.72,2016-03-23,Active,emp00584@mta-corp.org
EMP00585,Richard,Perez,Engineering,46.85,2021-03-10,Active,emp00585@mta-corp.org
EMP00586,Dorothy,Green,Rail,30.89,2017-08-07,On Leave,emp00586@mta-corp.org
EMP00587,Dorothy,Johnson,Infrastructure,59.34,2019-11-06,Active,emp00587@mta-corp.org
EMP00588,Carol,Ramirez,IT,18.8,2020-01-16,Active,emp00588@mta-corp.org
EMP00589,Karen,Carter,Infrastructure,72.28,2017-04-22,Active,emp00589@mta-corp.org
